cve,icsa_id,title,icsa_pub_date,icsa_cvss_v3,icsa_cwes,icsa_vendor_products,icsa_url,icsa_feed_date
CVE-2025-10879,ICSA-25-268-01,Dingtian DT-R002,2025-09-25T12:00:00Z,,CWE-522,"The following versions of Dingtian DT-R002, a relay board, are affected: | DT-R002: All versions | DT-R002: All versions",https://www.cisa.gov/news-events/ics-advisories/icsa-25-268-01,"Thu, 25 Sep 25 12:00:00 +0000"
CVE-2025-10880,ICSA-25-268-01,Dingtian DT-R002,2025-09-25T12:00:00Z,,CWE-522,"The following versions of Dingtian DT-R002, a relay board, are affected: | DT-R002: All versions | DT-R002: All versions",https://www.cisa.gov/news-events/ics-advisories/icsa-25-268-01,"Thu, 25 Sep 25 12:00:00 +0000"
CVE-2025-54855,ICSA-25-266-01,AutomationDirect CLICK PLUS,2025-09-23T12:00:00Z,,CWE-312;CWE-321;CWE-327;CWE-337;CWE-404;CWE-862,The following AutomationDirect products are affected: | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 CLICK PLUS C2-x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 | CLICK PLUS C2-x CPU firmware: Versions prior to v3.71,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-01,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-55038,ICSA-25-266-01,AutomationDirect CLICK PLUS,2025-09-23T12:00:00Z,,CWE-312;CWE-321;CWE-327;CWE-337;CWE-404;CWE-862,The following AutomationDirect products are affected: | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 CLICK PLUS C2-x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 | CLICK PLUS C2-x CPU firmware: Versions prior to v3.71,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-01,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-55069,ICSA-25-266-01,AutomationDirect CLICK PLUS,2025-09-23T12:00:00Z,,CWE-312;CWE-321;CWE-327;CWE-337;CWE-404;CWE-862,The following AutomationDirect products are affected: | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 CLICK PLUS C2-x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 | CLICK PLUS C2-x CPU firmware: Versions prior to v3.71,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-01,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-57882,ICSA-25-266-01,AutomationDirect CLICK PLUS,2025-09-23T12:00:00Z,,CWE-312;CWE-321;CWE-327;CWE-337;CWE-404;CWE-862,The following AutomationDirect products are affected: | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 CLICK PLUS C2-x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 | CLICK PLUS C2-x CPU firmware: Versions prior to v3.71,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-01,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-58069,ICSA-25-266-01,AutomationDirect CLICK PLUS,2025-09-23T12:00:00Z,,CWE-312;CWE-321;CWE-327;CWE-337;CWE-404;CWE-862,The following AutomationDirect products are affected: | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 CLICK PLUS C2-x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 | CLICK PLUS C2-x CPU firmware: Versions prior to v3.71,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-01,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-58473,ICSA-25-266-01,AutomationDirect CLICK PLUS,2025-09-23T12:00:00Z,,CWE-312;CWE-321;CWE-327;CWE-337;CWE-404;CWE-862,The following AutomationDirect products are affected: | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 CLICK PLUS C2-x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 | CLICK PLUS C2-x CPU firmware: Versions prior to v3.71,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-01,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-59484,ICSA-25-266-01,AutomationDirect CLICK PLUS,2025-09-23T12:00:00Z,,CWE-312;CWE-321;CWE-327;CWE-337;CWE-404;CWE-862,The following AutomationDirect products are affected: | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 CLICK PLUS C2-x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-0x CPU firmware: Versions prior to v3.71 | CLICK PLUS C0-1x CPU firmware: Versions prior to v3.71 | CLICK PLUS C2-x CPU firmware: Versions prior to v3.71,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-01,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-8531,ICSA-25-266-02,Mitsubishi Electric MELSEC-Q Series CPU Module,2025-09-23T12:00:00Z,6.8,CWE-130,The following versions of Mitsubishi Electric MELSEC-Q Series CPU modules are affected: | MELSEC-Q Series Q03UDVCPU: The first 5 digits of serial No. '24082' to '27081' MELSEC-Q Series Q04UDVCPU: The first 5 digits of serial No. '24082' to '27081' MELSEC-Q Series Q06UDVCPU: The first 5 digits of serial No. '24082' to '27081' MELSEC-Q Series Q13UDVCPU: The first 5 digits of serial No. '24082' to '27081' MELSEC-Q Series Q26UDVCPU: The first 5 digits of serial No. '24082' to '27081' MELSEC-Q Series Q04UDPVCPU: The first 5 digits of serial No. '24082' to '27081' MELSEC-Q Series Q06UDPVCPU: The first 5 digits of serial No. '24082' to '27081' MELSEC-Q Series Q13UDPVCPU: The first 5 digits of serial No. '24082' to '27081' MELSEC-Q Series Q26UDPVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q03UDVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q04UDVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q06UDVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q13UDVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q26UDVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q04UDPVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q06UDPVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q13UDPVCPU: The first 5 digits of serial No. '24082' to '27081' | MELSEC-Q Series Q26UDPVCPU: The first 5 digits of serial No. '24082' to '27081',https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-02,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-9494,ICSA-25-266-04,Viessmann Vitogate 300,2025-09-23T12:00:00Z,,CWE-602;CWE-78,The following versions of Viessmann Vitogate 300 are affected: | Vitogate 300: Versions prior to 3.1.0.1 | Vitogate 300: Versions prior to 3.1.0.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-04,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-9495,ICSA-25-266-04,Viessmann Vitogate 300,2025-09-23T12:00:00Z,,CWE-602;CWE-78,The following versions of Viessmann Vitogate 300 are affected: | Vitogate 300: Versions prior to 3.1.0.1 | Vitogate 300: Versions prior to 3.1.0.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-04,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-5296,ICSA-25-266-03,Schneider Electric SESU,2025-09-23T12:00:00Z,7.3,CWE-59,Schneider Electric reports that the following products are affected: | Schneider Electric SESU: <3.0.12 Schneider Electric SESU installed on Schneider Electric BESS ANSI: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric Easergy MiCOM P30: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric Easergy MiCOM P40: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric Easergy Studio: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Automation Expert: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric Harmony XB5S Soft: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric eXLhoist Configuration Software: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Automation Device Maintenance: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Machine Expert: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Machine Expert Basic: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Automation Expert Motion: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Operator Terminal Expert: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Control Expert: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Process Expert: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Process Expert for AVEVA System Platform: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Architecture Builder: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Machine Expert HVAC: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Power Operations (EPO): SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Power Commission Desktop (EPC): SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Microgrid Operations Medium: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric EcoStruxure Microgrid Flex: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric PowerLogic P5: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric PowerLogic P7: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric ZelioSoft 2: SESU versions prior to 3.0.12 Schneider Electric SESU installed on Schneider Electric SoMove: SESU versions prior to 3.0.12 | Schneider Electric SESU: <3.0.12 | Schneider Electric SESU installed on Schneider Electric BESS ANSI: SESU versions prior to 3.0.12 | Schneider Electric SESU installed on Schneider Electric Easergy MiCOM P30: SESU versions prior to 3.0.12 | Schneider Electric SESU installed on Schneider Electric Easergy MiCOM P40: SESU versions prior to 3.0.12 | Schneider Electric SESU installed on Schneider Electric Easergy Studio: SESU versions prior to 3.0.12 | Schneider Electric SESU installed on Schneider Electric EcoStruxure Automation Expert: SESU versions prior to 3.0.12 | Schneider Electric SESU installed on Schneider Electric Harmony XB5S Soft: SESU versions prior to 3.0.12 | Schneider Electric SESU installed on Schneider Electric eXLhoist Configuration Software: SESU versions prior to 3.0.12 | Schneider Electric SESU installed on Schneider Electric EcoStruxure Automation Device Maintenance: SESU versions prior to 3.0.12 | Schneider Electric SESU installed on Schneider Electric EcoStruxure Machine Expert: SESU versions prior to 3,https://www.cisa.gov/news-events/ics-advisories/icsa-25-266-03,"Tue, 23 Sep 25 12:00:00 +0000"
CVE-2025-30519,ICSA-25-261-07,Dover Fueling Solutions ProGauge MagLink LX4 Devices,2025-09-18T12:00:00Z,,CWE-1391;CWE-190;CWE-321,"The following versions of ProGauge MagLink LX, a fuel and water tank monitor, are affected: | ProGauge MagLink LX 4: Versions prior to 4.20.3 ProGauge MagLink LX Plus: Versions prior to 4.20.3 ProGauge MagLink LX Ultimate: Versions prior to 5.20.3 | ProGauge MagLink LX 4: Versions prior to 4.20.3 | ProGauge MagLink LX Plus: Versions prior to 4.20.3 | ProGauge MagLink LX Ultimate: Versions prior to 5.20.3",https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-07,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-54807,ICSA-25-261-07,Dover Fueling Solutions ProGauge MagLink LX4 Devices,2025-09-18T12:00:00Z,,CWE-1391;CWE-190;CWE-321,"The following versions of ProGauge MagLink LX, a fuel and water tank monitor, are affected: | ProGauge MagLink LX 4: Versions prior to 4.20.3 ProGauge MagLink LX Plus: Versions prior to 4.20.3 ProGauge MagLink LX Ultimate: Versions prior to 5.20.3 | ProGauge MagLink LX 4: Versions prior to 4.20.3 | ProGauge MagLink LX Plus: Versions prior to 4.20.3 | ProGauge MagLink LX Ultimate: Versions prior to 5.20.3",https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-07,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-55068,ICSA-25-261-07,Dover Fueling Solutions ProGauge MagLink LX4 Devices,2025-09-18T12:00:00Z,,CWE-1391;CWE-190;CWE-321,"The following versions of ProGauge MagLink LX, a fuel and water tank monitor, are affected: | ProGauge MagLink LX 4: Versions prior to 4.20.3 ProGauge MagLink LX Plus: Versions prior to 4.20.3 ProGauge MagLink LX Ultimate: Versions prior to 5.20.3 | ProGauge MagLink LX 4: Versions prior to 4.20.3 | ProGauge MagLink LX Plus: Versions prior to 4.20.3 | ProGauge MagLink LX Ultimate: Versions prior to 5.20.3",https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-07,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-46418,ICSA-25-261-01,Westermo Network Technologies WeOS 5,2025-09-18T12:00:00Z,,CWE-78,"Westermo reports following versions of WeOS 5, an industrial network operating system, are affected: | WeOS 5: Versions 5.24 and later | WeOS 5: Versions 5.24 and later",https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-01,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-9996,ICSA-25-261-03,Schneider Electric Saitel DR & Saitel DP Remote Terminal Unit,2025-09-18T12:00:00Z,,CWE-78,Schneider Electric reports that the following products are affected: | Schneider Electric Saitel DR RTU: Versions 11.06.29 and prior Schneider Electric Saitel DP RTU: Versions 11.06.33 and prior | Schneider Electric Saitel DR RTU: Versions 11.06.29 and prior | Schneider Electric Saitel DP RTU: Versions 11.06.33 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-03,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-9997,ICSA-25-261-03,Schneider Electric Saitel DR & Saitel DP Remote Terminal Unit,2025-09-18T12:00:00Z,,CWE-78,Schneider Electric reports that the following products are affected: | Schneider Electric Saitel DR RTU: Versions 11.06.29 and prior Schneider Electric Saitel DP RTU: Versions 11.06.33 and prior | Schneider Electric Saitel DR RTU: Versions 11.06.29 and prior | Schneider Electric Saitel DP RTU: Versions 11.06.33 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-03,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-46419,ICSA-25-261-02,Westermo Network Technologies WeOS 5,2025-09-18T12:00:00Z,,CWE-1286,"Westermo reports following versions of WeOS 5, an industrial network operating system, are affected: | WeOS 5: Versions 5.23.0 and prior | WeOS 5: Versions 5.23.0 and prior",https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-02,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2022-41678,ICSA-25-261-04,Hitachi Energy Asset Suite,2025-09-18T12:00:00Z,,CWE-287;CWE-312;CWE-400;CWE-502;CWE-601;CWE-918,Hitachi Energy reports that the following products are affected: | Asset Suite: Versions 9.6.4.5 and prior | Asset Suite: Versions 9.6.4.5 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-04,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2022-44729,ICSA-25-261-04,Hitachi Energy Asset Suite,2025-09-18T12:00:00Z,,CWE-287;CWE-312;CWE-400;CWE-502;CWE-601;CWE-918,Hitachi Energy reports that the following products are affected: | Asset Suite: Versions 9.6.4.5 and prior | Asset Suite: Versions 9.6.4.5 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-04,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2022-45868,ICSA-25-261-04,Hitachi Energy Asset Suite,2025-09-18T12:00:00Z,,CWE-287;CWE-312;CWE-400;CWE-502;CWE-601;CWE-918,Hitachi Energy reports that the following products are affected: | Asset Suite: Versions 9.6.4.5 and prior | Asset Suite: Versions 9.6.4.5 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-04,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2023-6378,ICSA-25-261-04,Hitachi Energy Asset Suite,2025-09-18T12:00:00Z,,CWE-287;CWE-312;CWE-400;CWE-502;CWE-601;CWE-918,Hitachi Energy reports that the following products are affected: | Asset Suite: Versions 9.6.4.5 and prior | Asset Suite: Versions 9.6.4.5 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-04,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2024-22262,ICSA-25-261-04,Hitachi Energy Asset Suite,2025-09-18T12:00:00Z,,CWE-287;CWE-312;CWE-400;CWE-502;CWE-601;CWE-918,Hitachi Energy reports that the following products are affected: | Asset Suite: Versions 9.6.4.5 and prior | Asset Suite: Versions 9.6.4.5 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-04,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-23184,ICSA-25-261-04,Hitachi Energy Asset Suite,2025-09-18T12:00:00Z,,CWE-287;CWE-312;CWE-400;CWE-502;CWE-601;CWE-918,Hitachi Energy reports that the following products are affected: | Asset Suite: Versions 9.6.4.5 and prior | Asset Suite: Versions 9.6.4.5 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-04,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2020-2883,ICSA-25-261-05,Hitachi Energy Service Suite,2025-09-18T12:00:00Z,,CWE-502,Hitachi Energy reports that the following products are affected: | Service Suite: Versions prior to 9.6.0.4 EP4 | Service Suite: Versions prior to 9.6.0.4 EP4,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-05,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-47698,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-52873,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-53947,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-53969,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-54497,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-54754,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-54810,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-54818,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
CVE-2025-54860,ICSA-25-261-06,Cognex In-Sight Explorer and In-Sight Camera Firmware,2025-09-18T12:00:00Z,,CWE-259;CWE-276;CWE-294;CWE-307;CWE-319;CWE-602;CWE-732,The following Cognex products are affected: | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 In-Sight 7000 series: Versions 5.x up to and including 6.5.1 In-Sight 8000 series: Versions 5.x up to and including 6.5.1 In-Sight 9000 series: Versions 5.x up to and including 6.5.1 In-Sight Explorer: Versions 5.x up to and including 6.5.1 | In-Sight 2000 series: Versions 5.x up to and including 6.5.1 | In-Sight 7000 series: Versions 5.x up to and including 6.5.1 | In-Sight 8000 series: Versions 5.x up to and including 6.5.1 | In-Sight 9000 series: Versions 5.x up to and including 6.5.1 | In-Sight Explorer: Versions 5.x up to and including 6.5.1,https://www.cisa.gov/news-events/ics-advisories/icsa-25-261-06,"Thu, 18 Sep 25 12:00:00 +0000"
